Trip_ID,TransactionMonth,Destination,Start_date,End_date,Number_of_travelers,Client_ID,Client_age_range,Client_gender,Referral_source,Client_credit_card,Client_nationality,Client_age,Client_rank,Time_of_first_call,Accommodation_type,Transportation_cost,Accommodation_cost,Tours_cost,Insurance_cost,Agency_fee,Agency_hours,On_call_hours,Associates_involved,Internal_service_failures
7585,2021-05,"Reykjavik, Iceland",2021-06-23,2021-06-27,2.0,2129.0,,M,Friend/Family,Discover,Canada,62.0,Frequent Traveler,Afternoon,Standard,1013.92,1536.0,115.97,100.0,886.09,11.75,5.35,1.0,
7586,2021-01,"Reykjavik, Iceland",2021-06-29,2021-07-04,2.0,1147.0,36-50,F,Online Ad,,USA,46.0,na,Morning,Standard,1643.49,1920.0,115.55,100.0,1128.35,12.62,,,0.0
7587,2025-04,"Cairo, Egypt",2025-08-27,2025-09-08,1.0,2805.0,51+,M,Friend/Family,Visa,Cuba,56.0,Frequent,Evening,Budget,749.7,780.0,104.04,65.78,804.51,15.93,,0.0,2.0
7588,2024-05,"Barcelona, Spain",2024-09-10,2024-09-14,2.0,4585.0,26-35,F,Search Engine,MasterCard,China,30.0,V.I.P.,Afternoon,Standard,679.87,1728.0,111.16,74.16,933.65,7.63,3.54,1.0,0.0
7589,2024-12,"Tokyo, Japan",01/26/2025,2025-01-31,1.0,1909.0,36-50,F,Online Ad,Visa,Panama,39.0,Frequent,Evening,Luxury,568.67,2550.0,195.38,100.0,755.96,8.76,3.85,,0.0
7590,2023-06,"Marrakech, Morocco",2023-07-04,2023-07-10,6.0,1850.0,18-25,M,Friend/Family,Visa,Brazil,,Frequent Traveler,Evening,Standard,3558.07,5832.0,133.83,100.0,1271.9,22.66,,,1.0
7591,2024-04,"Johannesburg, South Africa",2024-08-25,2024-08-28,2.0,1742.0,18-25,F,Social Media,MasterCard,Mexico,21.0,na,Afternoon,Standard,1634.44,950.4,103.69,100.0,,12.83,,,0.0
7592,2021-12,"Bali, Indonesia",2022-02-13,2022-02-27,2.0,3674.0,18-25,F,Social Media,MasterCard,Germany,19.0,Frequent,Evening,Budget,1370.41,2100.0,,100.0,1300.19,10.68,3.02,1.0,1.0
7593,2021-08,"Reykjavik, Iceland",2022-01-22,2022-02-05,2.0,518.0,,F,Online Ad,Discover,South Korea,66.0,vip,Evening,Standard,1015.13,5376.0,99.27,100.0,880.91,12.85,,0.0,0.0
7594,2021-01,"Tokyo, Japan",02/26/2021,2021-03-11,2.0,756.0,36-50,Other,Search Engine,Amex,Brazil,48.0,frequent,Morning,Budget,1161.33,2210.0,103.12,100.0,1000.67,10.68,,1.0,
7595,2021-11,"Paris, France",2022-02-04,2022-02-17,7.0,2982.0,,M,Other,Visa,UK,,VIP,Morning,Standard,1779.02,20748.0,95.11,100.0,731.24,21.35,16.48,0.0,0.0
7596,2022-01,"Tokyo, Japan",2022-04-12,2022-04-17,3.0,3558.0,26-35,F,Online Ad,Discover,USA,,Frequent Traveler,Afternoon,Budget,1735.49,1275.0,72.04,96.52,1126.92,10.89,5.44,,0.0
7597,2025-02,"Bangkok, Thailand",2025-06-26,2025-07-01,2.0,30.0,36-50,M,Search Engine,Amex,Sweden,42.0,Frequent,,Luxury,1354.96,5250.0,,100.0,684.99,7.77,,0.0,0.0
7598,2024-11,"Paris, France",2025-04-02,2025-04-09,,2882.0,51+,F,Other,Visa,USA,57.0,na,Afternoon,Budget,452.64,665.0,101.28,59.51,610.66,7.63,,0.0,0.0
7599,2024-12,"Bangkok, Thailand",2025-02-23,2025-03-09,3.0,,36-50,F,Online Ad,Amex,Thailand,48.0,Frequent,Morning,Luxury,1413.33,22050.0,119.71,100.0,670.17,13.04,,,
7600,2025-07,"New Delhi, India",2025-08-18,2025-08-26,4.0,2330.0,,M,Friend/Family,MasterCard,Cuba,64.0,Frequent,Morning,,3049.91,5376.0,101.15,100.0,814.58,19.04,17.93,2.0,0.0
7601,2023-02,New Delhi;  India,2023-04-11,2023-04-17,2.0,4135.0,51+,Other,Online Ad,Amex,UK,57.0,frequent,Evening,Budget,1204.93,840.0,54.72,77.12,865.28,15.23,9.64,0.0,0.0
7602,2021-10,"Bali, Indonesia",2022-02-04,2022-02-14,4.0,3249.0,18-25,M,Friend/Family,MasterCard,Portugal,23.0,na,Evening,Standard,2448.58,7200.0,70.28,100.0,1326.31,14.13,7.85,0.0,0.0
7603,2025-08,"Reykjavik, Iceland",2026-01-16,2026-01-26,1.0,1025.0,51+,M,Friend/Family,MasterCard,Germany,64.0,na,Morning,Luxury,801.38,4800.0,129.58,100.0,621.0,11.65,,0.0,
7604,2024-05,"New Delhi, India",2024-07-24,2024-07-29,3.0,2588.0,36-50,F,Other,MasterCard,Mexico,50.0,na,Evening,Luxury,2133.15,6300.0,165.24,100.0,857.82,14.12,,0.0,
7605,2022-08,"Cape Town, South Africa",2022-09-15,2022-09-21,6.0,1617.0,36-50,M,Friend/Family,MasterCard,Romania,43.0,Frequent,Afternoon,Luxury,3880.22,15120.0,108.01,100.0,1079.19,20.62,,,0.0
7606,2023-04,"Tokyo, Japan",2023-06-17,2023-07-01,7.0,2808.0,51+,F,Online Ad,Visa,USA,69.0,na,Morning,Standard,3227.13,19992.0,97.52,100.0,737.52,22.01,14.96,0.0,0.0
7607,2023-11,Santiago;  Chile,2024-04-04,2024-04-16,5.0,,36-50,F,Online Ad,Visa,Germany,36.0,Frequent Traveler,Evening,Standard,3581.91,9216.0,102.79,100.0,,19.55,9.79,,0.0
7608,2021-09,"Bali, Indonesia",2022-01-07,2022-01-16,8.0,149.0,51+,F,Other,Visa,Mexico,56.0,Frequent,Afternoon,Budget,5610.43,5400.0,75.08,100.0,948.42,27.33,,,0.0
7609,2023-02,"Barcelona, Spain",2023-04-28,2023-05-05,1.0,2434.0,18-25,F,,Amex,Portugal,23.0,na,Afternoon,Standard,610.98,1512.0,155.56,49.61,1042.19,7.75,,0.0,0.0
7610,2025-11,"Tokyo, Japan",2026-04-04,2026-04-11,2.0,4925.0,36-50,F,Social Media,Visa,China,44.0,na,Afternoon,Budget,1312.14,1190.0,101.59,100.0,618.54,10.41,5.66,,
7611,2024-03,"Lima, Peru",2024-04-12,2024-04-20,2.0,4083.0,51+,F,Online Ad,Visa,Venezuela,64.0,na,Afternoon,Budget,1713.49,1040.0,83.02,100.0,841.46,16.16,11.18,2.0,
7612,2025-08,"Rome, Italy",2025-12-16,2025-12-30,1.0,3554.0,18-25,M,Friend/Family,Visa,UK,25.0,Frequent Traveler,Evening,Budget,411.29,1295.0,66.92,53.21,759.64,5.93,1.78,0.0,0.0
7613,2024-03,"Paris, France",2024-08-07,2024-08-17,2.0,,,F,Friend/Family,MasterCard,India,54.0,Frequent Traveler,Afternoon,Luxury,1008.8,11400.0,,100.0,641.13,,3.98,,0.0
7614,2025-04,"Bali, Indonesia",2025-05-10,2025-05-21,1.0,,18-25,F,,Visa,Cuba,18.0,frequent,Evening,,625.23,4950.0,118.14,100.0,1010.66,9.56,,1.0,1.0
7615,2021-11,"Rome, Italy",2022-01-11,2022-01-24,4.0,769.0,36-50,F,Friend/Family,MasterCard,China,41.0,na,,Budget,2270.32,4810.0,69.37,100.0,859.68,13.72,5.57,0.0,1.0
7616,2022-10,"Cape Town, South Africa",2022-12-24,2022-12-30,2.0,3811.0,18-25,M,Online Ad,Visa,Brazil,19.0,na,Morning,Standard,2066.23,2016.0,110.36,100.0,,12.39,5.66,0.0,0.0
7617,2021-05,"Bali, Indonesia",2021-08-12,2021-08-19,5.0,4257.0,26-35,M,,MasterCard,China,30.0,Frequent Traveler,Evening,Standard,3788.28,6300.0,112.65,100.0,1425.58,15.96,9.38,,0.0
7618,2024-08,"Bali, Indonesia",2024-09-03,2024-09-10,3.0,,36-50,F,Social Media,MasterCard,Italy,38.0,Frequent,Morning,Budget,1893.0,1575.0,90.2,100.0,868.51,12.78,9.96,0.0,3.0
7619,2023-03,"New Delhi, India",2023-08-03,2023-08-16,6.0,3095.0,26-35,F,Search Engine,Visa,Brazil,28.0,Frequent Traveler,Morning,Standard,3827.02,13104.0,116.68,100.0,1262.05,20.33,,0.0,
7620,2024-12,"Tokyo, Japan",2025-05-26,2025-06-03,6.0,4734.0,51+,M,Online Ad,Visa,Colombia,68.0,na,Morning,Luxury,3666.72,24480.0,142.37,100.0,,20.51,11.24,0.0,0.0
7621,2021-12,"Lima, Peru",2022-02-08,2022-02-18,7.0,2088.0,18-25,F,Friend/Family,Visa,India,20.0,na,Morning,Budget,4901.15,4550.0,131.96,100.0,1485.38,24.45,,2.0,
7622,2025-06,"New Delhi, India",2025-07-13,2025-07-26,3.0,2610.0,18-25,M,Online Ad,Amex,Mexico,19.0,Frequent Traveler,Morning,Standard,2192.01,6552.0,125.68,100.0,1025.41,11.42,6.88,0.0,
7623,2023-05,"Bangkok, Thailand",2023-06-18,2023-06-24,5.0,2359.0,26-35,M,,Discover,Ecuador,26.0,na,Afternoon,Budget,3950.92,2625.0,72.31,100.0,1005.78,12.46,5.22,0.0,0.0
7624,2025-06,"Cairo, Egypt",2025-09-09,2025-09-17,4.0,,26-35,F,Other,MasterCard,Nigeria,27.0,Frequent,Morning,,3647.9,4992.0,129.3,100.0,1037.17,15.31,6.25,1.0,
7625,2024-05,"Paris, France",2024-09-01,2024-09-08,2.0,1483.0,18-25,F,Social Media,,Canada,19.0,na,Evening,Standard,1061.61,3192.0,95.47,100.0,859.15,7.88,2.02,1.0,
7626,2021-01,"Bangkok, Thailand",2021-04-27,2021-05-10,6.0,743.0,36-50,M,Other,,UK,38.0,na,Evening,Standard,3677.36,16380.0,114.34,100.0,1030.63,17.29,9.87,1.0,
7627,2022-05,"Cape Town, South Africa",2022-09-22,2022-10-06,5.0,1041.0,36-50,M,Friend/Family,MasterCard,Vietnam,43.0,na,Afternoon,Budget,3825.56,4900.0,115.84,100.0,1080.37,18.53,,0.0,
7628,2022-01,"Paris, France",2022-06-13,2022-06-17,6.0,3573.0,18-25,F,Search Engine,Amex,South Korea,20.0,Frequent Traveler,Afternoon,Luxury,3208.0,13680.0,157.51,100.0,1090.64,15.34,8.09,0.0,
7629,2024-02,"Paris, France",2024-05-22,2024-05-25,3.0,4117.0,18-25,M,Friend/Family,Visa,UK,21.0,V.I.P.,Afternoon,Standard,1495.83,2052.0,82.85,100.0,876.67,10.14,4.29,0.0,0.0
7630,2022-08,"Tokyo, Japan",2023-01-05,2023-01-18,2.0,3448.0,36-50,M,,,Germany,42.0,na,Evening,Budget,1297.93,2210.0,52.48,100.0,866.28,9.84,4.92,0.0,0.0
7631,2025-10,"Rome, Italy",2026-02-03,2026-02-16,2.0,4456.0,51+,F,Social Media,Discover,India,66.0,V.I.P.,,Standard,1204.94,5772.0,110.13,100.0,,7.71,3.73,,0.0
7632,2022-01,"Lima, Peru",2022-02-01,2022-02-08,,1370.0,36-50,M,Other,Visa,South Korea,36.0,na,Afternoon,Budget,3272.29,1820.0,91.23,100.0,1147.25,16.02,10.68,,
7633,2025-11,"Lima, Peru",2026-04-19,2026-05-01,4.0,2625.0,18-25,M,Social Media,MasterCard,Mexico,22.0,vip,Afternoon,Luxury,3313.73,18720.0,,100.0,1059.36,16.06,,,1.0
7634,2025-02,"Tokyo, Japan",2025-06-07,2025-06-21,1.0,2555.0,26-35,M,Other,Amex,Cuba,30.0,na,Evening,,553.41,2856.0,128.85,100.0,862.66,8.01,2.96,2.0,0.0
7635,2025-05,"Barcelona, Spain",2025-06-29,2025-07-08,1.0,42.0,51+,F,Search Engine,MasterCard,Brazil,,na,Evening,Standard,551.89,1944.0,104.57,100.0,621.46,9.87,5.04,2.0,1.0
7636,2024-04,"Bangkok, Thailand",08/31/2024,2024-09-14,2.0,4405.0,51+,M,Friend/Family,MasterCard,Peru,,na,Afternoon,Budget,987.12,2450.0,94.84,100.0,630.88,10.29,6.34,0.0,0.0
7637,2022-09,"Paris, France",2022-11-03,2022-11-14,,3111.0,51+,M,Social Media,MasterCard,Italy,55.0,Frequent,Afternoon,Budget,2780.17,5225.0,84.17,100.0,700.36,14.92,,0.0,0.0
7638,2023-02,"New Delhi, India",2023-04-03,2023-04-11,6.0,2309.0,36-50,F,,MasterCard,Portugal,38.0,Frequent,Evening,Budget,3773.9,3360.0,77.75,100.0,1060.73,,13.21,0.0,0.0
7639,2022-01,"Barcelona, Spain",2022-04-29,2022-05-07,3.0,2437.0,51+,M,,Discover,Mexico,61.0,frequent,Afternoon,Budget,1517.45,2160.0,104.46,100.0,802.19,9.03,,0.0,1.0
7640,2021-12,"Barcelona, Spain",2022-01-19,2022-01-30,1.0,3614.0,51+,M,Search Engine,Amex,USA,66.0,na,Morning,Standard,491.03,2376.0,122.93,100.0,797.78,9.57,4.08,0.0,0.0
7641,2024-01,"Cape Town, South Africa",2024-04-03,2024-04-15,2.0,2765.0,36-50,F,Online Ad,Visa,France,46.0,VIP,Afternoon,Luxury,1592.29,10080.0,152.22,100.0,989.86,13.38,,1.0,0.0
7642,2023-08,"Tokyo, Japan",2023-09-02,2023-09-06,1.0,122.0,36-50,M,Online Ad,Visa,Canada,45.0,na,Morning,Standard,686.97,816.0,103.15,84.64,823.77,10.14,,0.0,
7643,2025-04,"Buenos Aires, Argentina",2025-07-27,2025-08-08,5.0,,18-25,M,Other,Visa,Thailand,25.0,Frequent,Evening,Standard,3447.02,9072.0,,100.0,1149.65,19.78,,0.0,
7644,2025-11,"Tokyo, Japan",2025-12-12,2025-12-20,1.0,3652.0,36-50,F,Social Media,Visa,France,43.0,Frequent,Evening,Standard,569.83,1632.0,94.36,100.0,681.5,8.99,3.65,0.0,
7645,2023-11,"Rome, Italy",2024-04-01,2024-04-06,1.0,2374.0,26-35,M,Social Media,Discover,Mexico,30.0,frequent,Morning,Budget,601.56,462.5,69.41,41.17,928.42,8.55,2.19,,2.0
7646,2024-06,"Tokyo, Japan",2024-11-26,2024-11-29,4.0,1288.0,36-50,M,Friend/Family,Visa,Nigeria,39.0,na,Afternoon,Budget,2645.56,1020.0,89.51,100.0,772.12,12.7,5.59,0.0,0.0
7647,2022-05,"Reykjavik, Iceland",2022-07-19,2022-07-24,2.0,2381.0,36-50,M,Social Media,Visa,Egypt,41.0,na,Afternoon,Standard,1287.26,1920.0,108.69,100.0,1003.95,10.39,3.5,,
7648,2022-06,"Lima, Peru",2022-11-02,2022-11-07,2.0,30.0,36-50,M,Search Engine,,Sweden,42.0,na,Morning,,1847.21,650.0,99.27,100.0,1138.89,14.0,6.45,,1.0
7649,2021-06,"Paris, France",2021-11-08,2021-11-14,5.0,2000.0,18-25,M,Online Ad,,Canada,20.0,na,Morning,Standard,3476.98,6840.0,133.94,100.0,1116.83,10.0,,,0.0
7650,2022-01,"Reykjavik, Iceland",2022-04-10,2022-04-19,5.0,319.0,51+,M,Social Media,MasterCard,Iceland,57.0,frequent,Afternoon,Budget,3303.7,3600.0,86.78,100.0,843.9,17.04,,1.0,1.0
7651,2021-02,"Rome, Italy",2021-05-26,2021-06-01,5.0,3459.0,36-50,M,Online Ad,MasterCard,Brazil,46.0,VIP,Morning,Luxury,3911.97,16650.0,147.33,100.0,868.27,12.28,5.86,0.0,
7652,2022-03,"Bali, Indonesia",2022-06-17,2022-06-20,2.0,1498.0,26-35,F,,MasterCard,Spain,28.0,frequent,Evening,Budget,1337.03,450.0,90.08,71.23,1349.0,9.2,2.96,0.0,
7653,2023-01,"Bali, Indonesia",2023-06-04,2023-06-17,8.0,,51+,F,Friend/Family,Visa,Sweden,67.0,vip,Morning,Standard,5441.62,18720.0,130.32,100.0,876.94,27.95,,0.0,0.0
7654,2021-08,"Barcelona, Spain",2021-09-03,2021-09-07,3.0,4814.0,51+,M,Friend/Family,Visa,Nigeria,60.0,na,Evening,,1565.46,1080.0,97.66,100.0,801.32,9.94,,,1.0
7655,2025-01,Rome ( Italy,2025-02-06,2025-02-10,1.0,,18-25,M,Online Ad,,India,22.0,na,Morning,Budget,496.63,370.0,85.98,39.49,842.37,7.19,3.7,0.0,1.0
7656,2024-01,"Marrakech, Morocco",2024-06-27,2024-07-08,4.0,968.0,51+,F,Friend/Family,Visa,Canada,65.0,Frequent,Evening,Luxury,3335.08,17820.0,131.45,100.0,858.44,,,,0.0
7657,2024-09,"Cairo, Egypt",12/08/2024,2024-12-14,3.0,4541.0,51+,F,Friend/Family,Amex,USA,51.0,V.I.P.,Morning,Standard,2001.01,2808.0,120.35,100.0,826.84,16.69,,0.0,0.0
7658,2025-09,"Marrakech, Morocco",2025-12-06,2025-12-10,5.0,,26-35,M,Friend/Family,,UK,34.0,Frequent Traveler,Afternoon,Luxury,4017.76,8100.0,170.17,100.0,1057.5,16.73,10.79,2.0,0.0
7659,2022-02,"Reykjavik, Iceland",2022-03-17,2022-03-25,3.0,2842.0,26-35,M,Social Media,MasterCard,USA,35.0,na,Evening,Budget,1510.21,1920.0,90.95,100.0,942.18,11.17,6.43,1.0,
7660,2023-04,"Rome, Italy",2023-09-18,2023-09-22,8.0,1234.0,18-25,F,Other,Visa,Mexico,21.0,frequent,,Budget,5288.17,2960.0,123.95,100.0,1019.57,21.12,,0.0,1.0
7661,2023-03,"Tokyo, Japan",2023-08-12,2023-08-22,4.0,963.0,51+,F,Search Engine,Discover,UK,64.0,na,Morning,Standard,2653.23,8160.0,119.44,100.0,786.05,13.35,,0.0,
7662,2021-02,"Santiago, Chile",2021-07-06,2021-07-12,1.0,2509.0,26-35,F,,Discover,UK,32.0,frequent,Evening,Budget,465.07,,92.46,62.29,1537.37,12.66,,0.0,0.0
7663,2023-01,"New Delhi, India",2023-02-11,2023-02-19,2.0,2905.0,18-25,F,Online Ad,Visa,France,25.0,Frequent,Morning,Luxury,1411.76,6720.0,150.42,100.0,1291.55,12.58,,,0.0
7664,2021-03,"Bali, Indonesia",2021-08-20,2021-08-23,3.0,2135.0,26-35,M,Online Ad,MasterCard,Switzerland,35.0,Frequent Traveler,Afternoon,Standard,2307.21,1620.0,99.08,100.0,,13.29,6.9,1.0,0.0
7665,2023-05,"Barcelona, Spain",2023-10-06,2023-10-16,3.0,4856.0,,F,Friend/Family,MasterCard,Romania,24.0,na,Morning,Standard,1979.28,6480.0,102.81,100.0,969.66,9.33,3.96,0.0,
7666,2023-06,"Cairo, Egypt",2023-09-14,2023-09-23,1.0,279.0,18-25,F,,Amex,Canada,18.0,na,Afternoon,Budget,716.78,585.0,62.37,5.56,1285.59,11.77,4.88,2.0,
7667,2022-02,"Bali, Indonesia",2022-05-02,2022-05-14,1.0,106.0,36-50,F,Other,Amex,India,,Frequent Traveler,Afternoon,Budget,671.19,900.0,123.29,40.1,1023.45,12.48,5.36,3.0,2.0
7668,2022-09,"Tokyo, Japan",2022-12-04,2022-12-08,3.0,1672.0,36-50,F,Online Ad,Amex,Brazil,42.0,na,Evening,Budget,2236.96,1020.0,72.58,100.0,913.43,10.15,4.58,0.0,0.0
7669,2024-04,"Bali, Indonesia",2024-08-28,2024-09-03,6.0,645.0,36-50,M,,Amex,Chile,,na,Afternoon,Luxury,4133.88,16200.0,128.98,100.0,912.35,19.86,12.6,1.0,0.0
7670,2025-08,"Paris, France",12/14/2025,2025-12-23,4.0,4026.0,36-50,F,Online Ad,Amex,Portugal,40.0,na,Afternoon,,1187.1,3420.0,92.65,100.0,656.71,11.53,,2.0,0.0
7671,2024-05,"Reykjavik, Iceland",2024-09-08,2024-09-21,2.0,158.0,36-50,F,Search Engine,Visa,Venezuela,49.0,vip,Afternoon,Standard,1095.48,4992.0,110.77,100.0,788.39,11.1,5.38,0.0,0.0
7672,2021-12,"Buenos Aires, Argentina",2022-04-21,2022-04-28,6.0,4345.0,51+,F,,Discover,Brazil,53.0,na,Morning,Budget,3568.51,2646.0,91.69,100.0,1120.23,23.39,,0.0,0.0
7673,2022-10,"Barcelona, Spain",2023-03-10,2023-03-20,2.0,2623.0,51+,F,Social Media,,China,61.0,na,Afternoon,Budget,945.4,1800.0,113.41,100.0,743.82,9.76,3.97,0.0,0.0
7674,2022-05,"Rome, Italy",2022-08-06,2022-08-13,3.0,4671.0,51+,M,Social Media,Discover,India,65.0,frequent,Morning,,2254.49,4662.0,107.32,100.0,765.5,12.04,,0.0,0.0
7675,2022-02,"Paris, France",2022-04-18,2022-04-24,2.0,1290.0,36-50,M,Other,MasterCard,USA,40.0,Frequent,Evening,Budget,984.89,1140.0,107.69,81.55,764.23,5.95,,,
7676,2024-03,"Cape Town, South Africa",2024-05-10,2024-05-14,7.0,609.0,51+,M,Online Ad,MasterCard,Germany,66.0,Frequent Traveler,Morning,Standard,4505.15,4704.0,138.38,100.0,822.52,25.47,,,1.0
7677,2021-01,"Rome, Italy",2021-06-14,2021-06-28,2.0,,,F,Other,Visa,Panama,23.0,na,Afternoon,Standard,1254.92,6216.0,71.59,100.0,1180.92,7.08,2.11,1.0,1.0
7678,2023-06,"Cairo, Egypt",2023-07-10,2023-07-17,3.0,1459.0,51+,F,Search Engine,Amex,Brazil,,Frequent,Afternoon,Luxury,1838.22,8190.0,131.66,100.0,931.57,17.01,,1.0,0.0
7679,2024-06,"Tokyo, Japan",2024-10-11,2024-10-15,,1076.0,36-50,M,Friend/Family,Visa,Ghana,,frequent,Afternoon,Standard,,4896.0,110.75,100.0,726.27,18.42,11.51,0.0,1.0
7680,2021-09,"Tokyo, Japan",2022-02-15,2022-03-01,8.0,2009.0,36-50,M,Online Ad,Visa,Mexico,47.0,Frequent,Evening,Luxury,4696.76,57120.0,175.53,100.0,952.35,25.23,18.06,1.0,0.0
7681,2023-07,"Barcelona, Spain",2023-12-23,2024-01-03,1.0,2124.0,51+,M,,Amex,Brazil,62.0,na,Evening,Luxury,512.1,5940.0,,100.0,671.65,9.49,3.37,1.0,0.0
7682,2023-09,"Cape Town, South Africa",2024-01-14,2024-01-22,2.0,3582.0,26-35,M,Other,MasterCard,Panama,26.0,Frequent,Evening,Standard,1500.33,2688.0,109.33,100.0,1185.56,11.83,,,
7683,2024-01,"Cape Town, South Africa",2024-04-13,2024-04-26,7.0,3371.0,51+,F,Social Media,MasterCard,USA,69.0,Frequent Traveler,Afternoon,Budget,5087.18,6370.0,126.38,100.0,827.63,26.8,25.21,1.0,2.0
7684,2022-12,"Bali, Indonesia",2023-05-19,2023-05-24,1.0,957.0,26-35,F,Online Ad,,Italy,,na,Morning,Standard,453.37,900.0,109.71,74.81,1229.21,10.0,4.64,0.0,
7685,2022-03,"Tokyo, Japan",2022-04-22,2022-05-04,7.0,414.0,36-50,F,Online Ad,MasterCard,USA,43.0,Frequent Traveler,Evening,Standard,3179.77,17136.0,114.21,100.0,984.45,20.4,16.26,0.0,
7686,2022-04,"New Delhi, India",2022-08-18,2022-08-26,1.0,2235.0,26-35,F,Search Engine,Visa,Mexico,27.0,frequent,Evening,Budget,763.94,560.0,109.86,28.74,,12.11,3.71,1.0,1.0
7687,2021-08,"Reykjavik, Iceland",2021-12-01,2021-12-06,4.0,,36-50,F,Friend/Family,Visa,Morocco,50.0,Frequent,Afternoon,Standard,2121.9,3840.0,120.65,100.0,929.28,,9.13,0.0,2.0
7688,2024-04,"Rome, Italy",2024-07-28,2024-08-01,8.0,4212.0,26-35,M,Online Ad,MasterCard,Switzerland,34.0,na,Evening,Budget,4831.43,2960.0,61.65,100.0,917.8,23.92,11.51,1.0,0.0
7689,2023-12,"Buenos Aires, Argentina",2024-04-13,2024-04-20,4.0,,18-25,M,Search Engine,MasterCard,Indonesia,,na,Evening,Budget,2810.99,,105.02,100.0,1243.67,16.26,9.13,,0.0
7690,2023-03,"Rome, Italy",2023-08-01,2023-08-15,3.0,1902.0,36-50,M,Online Ad,Visa,Austria,49.0,V.I.P.,Afternoon,Luxury,1352.09,23310.0,149.66,100.0,701.35,9.71,,0.0,0.0
7691,2025-12,"Rome, Italy",2026-03-02,2026-03-05,1.0,3551.0,51+,F,Online Ad,MasterCard,Japan,55.0,frequent,Morning,,728.32,666.0,75.61,100.0,558.02,8.59,3.44,0.0,0.0
7692,2023-02,"Bali, Indonesia",2023-06-18,2023-07-02,1.0,401.0,18-25,F,Online Ad,Visa,Mexico,20.0,na,Evening,Standard,441.85,2520.0,124.48,100.0,1195.5,10.67,3.63,,
7693,2021-01,"Rome, Italy",2021-02-05,2021-02-15,6.0,265.0,36-50,M,Search Engine,MasterCard,Portugal,36.0,Frequent,Evening,Standard,2640.39,13320.0,115.15,100.0,925.99,16.68,11.35,0.0,0.0
7694,2025-02,"Bali, Indonesia",2025-07-02,2025-07-06,2.0,2888.0,36-50,F,Online Ad,Visa,Sweden,39.0,na,Morning,Luxury,993.54,,171.07,100.0,814.26,9.23,3.67,1.0,
7695,2024-09,"Bangkok, Thailand",10/28/2024,2024-11-01,2.0,,18-25,M,Other,Visa,Colombia,25.0,na,Afternoon,Standard,1308.93,1680.0,114.45,93.46,900.78,7.71,2.63,,0.0
7696,2024-11,"Paris, France",2025-01-06,2025-01-17,2.0,2599.0,36-50,F,Other,MasterCard,USA,49.0,na,Morning,Standard,1038.06,5016.0,97.74,100.0,706.86,7.96,3.94,0.0,0.0
7697,2024-04,"Johannesburg, South Africa",2024-06-09,2024-06-15,3.0,3906.0,51+,F,Friend/Family,MasterCard,Egypt,62.0,Frequent,Evening,Standard,1421.57,2851.2,104.81,100.0,889.17,15.5,12.0,0.0,1.0
7698,2021-03,"Johannesburg, South Africa",2021-07-14,2021-07-18,2.0,3409.0,51+,F,,Discover,Venezuela,62.0,na,Morning,Budget,1559.98,528.0,119.5,74.0,1088.17,14.84,7.71,0.0,0.0
7699,2022-06,"Cairo, Egypt",08/27/2022,2022-09-02,7.0,3156.0,51+,M,Friend/Family,Discover,Poland,66.0,Frequent Traveler,Evening,,5006.09,6552.0,99.67,100.0,966.66,,17.48,0.0,1.0
7700,2023-09,"Marrakech, Morocco",2024-01-05,2024-01-14,3.0,4424.0,26-35,F,Search Engine,MasterCard,China,26.0,frequent,Evening,Standard,1999.68,4374.0,93.91,100.0,1249.67,13.35,6.41,,
7701,2025-09,"Santiago, Chile",10/15/2025,2025-10-26,,3739.0,26-35,M,Friend/Family,Visa,USA,28.0,Frequent,Morning,Budget,1620.99,1408.0,74.91,100.0,1082.93,13.67,6.78,0.0,1.0
7702,2023-09,"Cairo, Egypt",2023-11-01,2023-11-14,3.0,2429.0,51+,F,Search Engine,MasterCard,Indonesia,53.0,Frequent,Afternoon,Standard,2310.83,6084.0,131.74,100.0,902.5,15.29,,,
7703,2025-02,"New Delhi, India",2025-07-09,2025-07-16,2.0,,26-35,F,Social Media,MasterCard,USA,27.0,na,Afternoon,Budget,1458.97,980.0,57.24,100.0,1053.49,12.13,4.18,,0.0
7704,2025-08,"New Delhi, India",2025-11-23,2025-11-30,6.0,333.0,51+,M,Search Engine,MasterCard,Mexico,58.0,na,Afternoon,Luxury,4762.88,17640.0,147.81,100.0,744.12,20.59,,0.0,
7705,2023-03,"Bali, Indonesia",2023-04-10,2023-04-16,2.0,4127.0,51+,F,Social Media,MasterCard,India,62.0,frequent,Afternoon,Budget,1521.83,900.0,101.01,100.0,871.44,12.82,,0.0,
7706,2023-04,"Johannesburg, South Africa",2023-07-17,2023-07-22,3.0,1875.0,36-50,M,Social Media,Visa,Greece,44.0,na,Morning,Standard,1725.65,2376.0,101.93,100.0,1030.69,13.28,6.39,0.0,0.0
7707,2024-12,"Bali, Indonesia",2025-04-26,2025-05-03,4.0,,51+,M,Social Media,,UK,57.0,vip,Afternoon,Standard,2693.22,5040.0,130.33,100.0,759.71,18.2,13.53,0.0,0.0
7708,2024-04,"Bali, Indonesia",2024-06-13,2024-06-21,2.0,1984.0,26-35,Other,Other,Amex,Peru,32.0,V.I.P.,Evening,Standard,1070.76,2880.0,122.4,100.0,1097.85,12.06,6.43,0.0,1.0
